厑 aesi
谏 jian
谮 jian
谮 zen
賎 jian
賤 jian
贱 jian
趝 jian
践 jian
踐 jian
踺 jian
釰 ri
釼 jian
釼 ren
鉴 jian
鋻 jian
鍳 jian
鍵 jian
鏩 jian
鑑 jian
鑒 jian
鑬 jian
鑳 jian
键 jian
閒 jian
閒 xian
餞 jian
饯 jian
鰎 jian
僵 jiang
壃 jiang
姜 jiang
将 jiang
將 jiang
摪 jiang
橿 jiang
殭 jiang
江 jiang
浆 jiang
漿 jiang
畕 jiang
畺 jiang
疅 jiang
疆 jiang
疆 qiang
礓 jiang
繮 jiang
缰 jiang
翞 jiang
茳 jiang
葁 jiang
薑 jiang
螀 jiang
螿 jiang
豇 jiang
韁 jiang
鱂 jiang
鳉 jiang
勥 jiang
奖 jiang
奨 jiang
奬 jiang
桨 jiang
槳 jiang
滰 jiang
獎 jiang
繦 jiang
繦 qiang
耩 gou
耩 jiang
膙 jiang
蒋 jiang
蔣 jiang
講 jiang
讲 jiang
顜 jiang
匞 jiang
匠 jiang
夅 jiang
嵹 jiang
嵹 qiang
弜 jiang
弜 qiang
弶 jiang
強 jiang
強 qiang
彊 jiang
彊 qiang
摾 jiang
洚 jiang
犟 jiang
糡 jiang
糨 jiang
絳 jiang
绛 jiang
蔃 jiang
袶 jiang
謽 jiang
酱 jiang
醤 jiang
醬 jiang
降 jiang
降 xiang
交 jiao
僬 jiao
喬 qiao
嘄 jiao
姣 jiao
姣 xiao
娇 jiao
嬌 jiao
峧 jiao
嶕 jiao
憍 jiao
憿 ji
憿 jiao
教 jiao
椒 jiao
浇 ao
浇 jiao
浇 nao
湫 jiao
湫 qiu
澆 ao
澆 jiao
澆 nao
焦 jiao
燋 jiao
燋 qiao
矫 jiao
礁 jiao
穚 jiao
胶 jiao
胶 xiao
膠 jiao
膠 xiao
膲 jiao
艽 jiao
艽 qiu
芁 jiao
茭 jiao
茮 jiao
荞 qiao
菽 shu
蕉 jiao
蛟 jiao
蟂 jiao
蟭 jiao
跤 jiao
跤 qiao
郊 jiao
鐎 jiao
驕 jiao
骄 jiao
鮫 jiao
鱎 jiao
鲛 jiao
鴵 jiao
鵁 jiao
鷍 jiao
鷦 jiao
鷮 jiao
鹪 jiao
嚼 jiao
嚼 jue
佼 jiao
侥 jiao
僥 jiao
儌 jiao
儌 yao
劋 jiao
勪 jue
孂 jiao
徺 jiao
徼 jiao
挢 jiao
搅 jiao
敫 jiao
敽 jiao
斆 xiao
晈 jiao
暞 jiao
曒 jiao
湬 jiao
漅 jiao
灚 jiao
烄 jiao
煍 jiao
狡 jiao
狡 xiao
璬 jiao
皎 jiao
皦 jiao
筊 jiao
绞 jiao
绞 xiao
缴 he
缴 jiao
缴 zhuo
脚 jiao
腳 jiao
臫 jiao
蟜 jiao
角 jiao
角 jue
譑 jiao
賋 jiao
蹻 jue
蹻 qiao
較 jiao
較 jue
較 xiao
铰 jiao
饺 jiao
叫 jiao
呌 jiao
嘂 jiao
嘦 jiao
噍 jiao
噭 jiao
峤 jiao
峤 qiao
嶠 jiao
嶠 qiao
挍 jiao
敎 jiao
斠 jiao
滘 jiao
漖 jiao
潐 jiao
珓 jiao
皭 jiao
窌 jiao
窖 jiao
窖 zao
藠 jiao
藠 xiao
覐 jiao
覐 jue
覚 jue
覺 jiao
覺 jue
訆 jiao
譥 jiao
轎 jiao
轿 jiao
较 jiao
较 jue
较 xiao
酵 jiao
酵 xiao
醮 jiao
醮 qiao
醮 zhan
釂 jiao
啑 die
啑 sha
喈 jie
嗟 jie
嗟 jue
堦 jie
媘 jie
幯 jie
接 jie
掲 jie
掲 qi
揭 jie
擑 jie
椄 jie
湝 jie
煯 jie
疖 jie
癤 jie
皆 jie
稭 jie
節 jie
結 jie
脻 jie
腉 jie
菨 jie
蝔 jie
街 jie
袺 jie
锴 kai
阶 jie
階 jie
鶛 jie
倢 jie
偼 jie
傑 jie
刦 jie
刧 jie
刼 jie
劫 jie
劼 jie
卩 bu
卩 jie
卪 jie
喼 jie
婕 jie
孑 jie
岊 jie
崨 jie
嵑 he
嵑 jie
嵑 jue
嵥 jie
巀 jie
截 jie
拮 jia
拮 jie
捷 jie
捷 qie
搩 jie
擳 jie
擷 xie
昅 jie
杰 jie
栉 jie
栉 zhi
桀 jie
桔 jie
桔 ju
桔 xie
楬 jie
楬 qia
楶 jie
榤 jie
洁 ji
洁 jie
洯 jie
洯 qie
滐 jie
潔 ji
潔 jie
瀄 jie
犵 ge
睫 jie
睫 she
碣 jie
碣 ke
碣 ya
竭 jie
絜 jie
絜 xie
緁 ji
緁 qi
緁 qie
緳 xie
结 jie
羯 jie
节 jie
莭 jie
蓵 jie
蜐 jie
蠘 jie
蠞 jie
蠽 jie
訐 ji
訐 jie
詰 jie
誱 jie
讦 ji
讦 jie
诘 jie
趌 jie
踕 jie
迼 jie
鉣 jie
鍻 jie
鐑 jie
頡 jia
頡 jie
頡 xie
颉 jia
颉 jie
颉 xie
鮚 jie
鮚 qia
鲒 jie
鲒 qia
姐 jie
媎 jie
檞 jie
檞 xie
解 jie
解 xie
觧 jie
飷 jie
丯 jie
介 jie
借 jie
吤 jie
唶 ji
唶 jie
唶 ze
堺 jie
屆 jie
届 jie
岕 jie
庎 jie
徣 jie
悈 jie
戒 jie
楐 jie
犗 jie
玠 jie
琾 jie
界 jie
畍 jie
疥 jie
痎 kai
痎 lie
砎 jie
紒 ji
紒 jie
繲 jie
艥 jie
蚧 jie
褯 jie
誡 jie
诫 jie
躤 ji
躤 jie
鎅 jie
骱 jie
魀 jie
魪 jie
今 jin
埐 jin
嶜 jin
巾 jin
惍 jin
斤 jin
津 jin
珒 jin
琎 jin
瑧 jin
筋 jin
筋 qian
紟 jin
荕 jin
菳 jin
衿 jin
衿 qin
襟 jin
觔 jin
金 jin
钅 jin
鹶 jin
黅 jin
仅 jin
侭 jin
僅 jin
儘 jin
卺 jin
厪 jin
厪 qin
堇 jin
墐 jin
巹 jin
廑 jin
廑 qin
慬 jin
慬 qin
槿 jin
槿 qin
漌 jin
瑾 jin
盡 jin
紧 jin
緊 jin
菫 jin
菫 qin
覲 jin
謹 jin
谨 jin
錦 jin
锦 jin
饉 jin
馑 jin
伒 jin
僸 jin
凚 jin
劤 jin
勁 jin
勁 jing
唫 yin
噤 jin
嚍 jin
妗 jin
嫤 jin
嬧 jin
寖 jin
寖 qin
尽 jin
搢 jin
晉 jin
晋 jin
歏 jin
殣 jin
浕 jin
浸 jin
溍 jin
濅 jin
濜 jin
烬 jin
燼 jin
瑨 jin
璡 jin
璶 jin
瘽 jin
祲 jin
禁 jin
縉 jin
缙 jin
肵 jin
肵 qi
荩 jin
蓳 jin
藎 jin
觐 jin
賮 jin
贐 jin
赆 jin
近 ji
近 jin
进 jin
進 jin
鋟 qin
靳 jin
齽 jin
京 jing
亰 jing
仱 qian
兢 jing
坕 jing
坙 jing
婛 jing
巠 jing
惊 jing
旌 jing
旍 jing
晶 jing
泾 jing
涇 jing
猄 jing
睛 jing
秔 geng
秔 jing
稉 jing
箐 jing
箐 qiang
箐 qing
粳 geng
粳 jing
精 jing
経 jing
經 jing
经 jing
聙 jing
腈 jing
茎 jing
茎 ying
荆 jing
荊 jing
莖 jing
莖 ying
菁 jing
葏 jing
驚 jing
鯨 jing
鲸 jing
鵛 jing
鶁 jing
鶄 jing
麖 jing
麠 jing
鼱 jing
井 jing
儆 jing
刭 jing
剄 jing
宑 jing
憬 jing
憼 jing
景 jing
景 ying
暻 jing
汬 jing
烃 jing
烃 ting
烴 jing
烴 ting
燛 jing
璟 jing
璥 jing
穽 jing
肼 jing
蟼 jing
警 jing
阱 jing
俓 jing
倞 jing
倞 liang
傹 jiang
傹 jing
净 jing
凈 jing
凊 qing
劲 jin
劲 jing
境 jing
妌 jing
婙 jing
婧 jing
弪 jing
弳 jing
径 jing
徑 jing
擏 jing
擏 qing
敬 jing
曔 jing
桱 jing
梷 jing
浄 jing
淨 jing
濪 jing
瀞 jing
獍 jing
痉 jing
痙 jing
竞 jing
竟 jing
竧 jing
竫 jing
競 jing
竸 jing
胫 jing
脛 jing
葝 jing
誩 jing
踁 jing
迳 jing
逕 jing
鏡 jing
镜 jing
陉 jing
陉 xing
靓 jing
靓 liang
靖 jing
静 jing
靚 jing
靚 liang
靜 jing
冂 jiong
冋 jiong
坰 jiong
垧 jiong
垧 shang
埛 jiong
扃 jiong
絅 jiong
蘏 jiong
蘔 jiong
駉 jiong
駫 jiong
䌹 jiong
侰 jiong
僒 jiong
冏 jiong
囧 jiong
幜 jing
幜 jiong
泂 jiong
澃 jiong
炯 jiong
烱 jiong
煚 jiong
煛 jiong
熲 jiong
皛 xiao
窘 jiong
綗 jiong
褧 jiong
迥 jiong
逈 jiong
顈 jiong
颎 jiong
丩 jiu
勼 jiu
啾 jiu
揂 jiu
揪 jiu
揫 jiu
朻 jiu
樛 jiu
牞 jiu
究 jiu
糺 jiao
糺 jiu
糾 jiu
纠 jiu
萛 jiu
觓 jiu
觓 qiu
赳 jiu
轇 jiao
轇 jiu
阄 jiu
鬏 jiu
鬮 jiu
鳩 jiu
鸠 jiu
久 jiu
乆 jiu
九 jiu
奺 jiu
灸 jiu
玖 jiu
紤 jiu
舏 jiu
酒 jiu
镹 jiu
韭 jiu
韮 jiu
倃 jiu
僦 jiu
匓 jiu
匛 jiu
匶 jiu
厩 jiu
咎 gao
咎 jiu
媨 jiu
就 jiu
廄 jiu
廏 jiu
廐 jiu
慦 jiu
捄 jiu
救 jiu
旧 jiu
柩 jiu
柾 jiu
桕 gao
桕 jiu
疚 jiu
臼 jiu
舅 jiu
舊 jiu
鯦 jiu
鷲 jiu
鹫 jiu
麔 jiu
齨 jiu
俱 ju
倶 ju
凥 ju
刟 ju
娵 ju
婮 ju
居 ju
崌 ju
抅 ju
拘 gou
拘 ju
拠 ju
掬 ju
揟 xu
據 ju
斪 qu
椐 ju
涺 ju
狙 ju
琚 ju
疽 ju
痀 gou
痀 ju
痀 qu
痀 yu
眗 ju
罝 jie
罝 ju
腒 ju
艍 ju
苴 cha
苴 ju
葅 ju
葅 zu
蜛 ju
裾 ju
趄 ju
趄 qie
跔 ju
踙 ju
輋 she
鋦 ju
鋸 ju
锔 ju
雎 ju
鞠 ju
鞫 ju
鞫 qu
駒 ju
驹 ju
鮈 ju
鴡 ju
鶋 ju
䴗 ju
侷 ju
匊 ju
婅 ju
局 ju
巈 ju
挶 ju
梮 ju
椈 ju
橘 ju
檋 ju
毩 ju
毱 ju
泦 ju
淗 ju
湨 ju
湨 qu
焗 ju
犑 ju
狊 ju
箤 ju
粷 ju
菊 ju
蘜 ju
諊 ju
趜 ju
跼 ju
踘 ju
蹫 ju
躹 ju
輂 ju
郹 ju
鄓 ju
陱 ju
駶 ju
驧 ju
鵙 ju
鵴 ju
鶪 ju
鼳 ju
举 ju
咀 ju
咀 zu
弆 ju
挙 ju
擧 ju
椇 ju
楀 ju
楀 yu
榉 ju
榘 ju
櫸 ju
欅 ju
沮 ju
矩 ju
竘 ju
竘 qu
筥 ju
舉 ju
莒 ju
蒟 ju
蝺 ju
袓 ju
跙 ju
踽 ju
齟 ju
龃 ju
佢 qu
倨 ju
具 ju
冣 ju
剧 ju
劇 ju
勮 ju
句 gou
句 ju
埧 ju
埾 ju
壉 ju
姖 ju
寠 ju
寠 lou
屦 ju
屨 ju
岠 ju
巨 ju
怇 ju
怚 ju
惧 ju
愳 ju
懼 ju
拒 ju
据 ju
昛 ju
歫 ju
洰 ju
澽 ju
炬 ju
焣 ju
犋 ju
瞿 ju
瞿 qu
秬 ju
窭 ju
窭 lou
窶 ju
窶 lou
簴 ju
粔 ju
絇 ju
絇 qu
耟 ju
聚 ju
苣 ju
苣 qu
菹 ju
菹 zu
虡 ju
蚷 ju
蚷 qu
詎 ju
讵 ju
貗 ju
距 ju
踞 ju
躆 ju
遽 ju
遽 qu
邭 ju
醵 ju
鉅 ju
鐻 ju
鐻 qu
钜 ju
锯 ju
颶 ju
飓 ju
駏 ju
鮍 pi
鮔 ju
鲏 pi
剶 juan
勌 juan
勬 juan
圏 quan
姢 juan
娟 juan
捐 juan
朘 juan
涓 juan
涓 xuan
涓 yuan
睃 jun
脧 juan
蠲 juan
裐 juan
鎸 juan
鐫 juan
镌 juan
鵑 juan
鹃 juan
卷 juan
卷 quan
埢 juan
巻 juan
捲 juan
捲 quan
臇 juan
菤 juan
錈 juan
锩 juan
䌸 zhuan
倦 juan
儁 jun
劵 juan
劵 quan
奆 quan
帣 juan
悁 juan
悁 yuan
慻 juan
桊 juan
淃 juan
狷 juan
獧 juan
瓹 juan
眷 juan
睊 juan
睠 juan
絹 juan
絹 xuan
绢 juan
绢 xuan
罥 juan
羂 juan
腃 juan
鄄 juan
隽 juan
隽 jun
雋 juan
雋 jun
韏 juan
飬 juan
飬 yang
餋 yang
鬳 juan
噘 jue
撅 jue
鞒 qiao
鞽 qiao
亅 jue
倔 jue
傕 jue
僪 jue
决 jue
刔 jue
劂 jue
厥 jue
啳 jue
啳 quan
噱 jue
噱 xue
堀 ku
孒 jue
孓 jue
屩 jue
屫 jue
崛 jue
崫 jue
嶥 jue
弡 jue
彏 jue
憠 jue
憰 jue
戄 jue
抉 jue
挗 jue
捔 jue
掘 jue
撧 jue
攫 jue
斍 jue
桷 jue
橛 jue
橜 jue
欔 jue
欮 jue
殌 jue
氒 jue
決 jue
潏 jue
潏 yu
焆 jue
焳 jiao
焳 jue
熦 jue
爑 jue
爝 jiao
爝 jue
爴 jue
爵 jue
獗 jue
玃 jue
玦 jue
玨 jue
珏 jue
瑴 jue
疦 jue
瘚 jue
矍 jue
矡 jue
砄 jue
穱 zhuo
絕 jue
絶 jue
绝 jue
臄 jue
芵 jue
蕝 jue
蕝 zui
蕨 jue
蚗 jue
蟨 jue
蟩 jue
蠼 jue
蠼 qu
觉 jiao
觉 jue
觖 jue
觼 jue
訣 jue
譎 jue
诀 jue
谲 jue
谻 jue
貜 jue
赽 jue
趹 gui
趹 jue
蹶 gui
蹶 jue
蹷 jue
躩 jue
逫 jue
鈌 jue
鐍 jue
鐝 jue
钁 jue
镢 jue
鱊 jue
鱊 yu
鴃 jue
鷢 jue
龣 jue
军 jun
君 jun
囷 qun
均 jun
均 yun
姰 jun
桾 jun
汮 jun
皲 jun
皸 jun
皹 jun
碅 jun
筠 jun
筠 yun
箟 jun
莙 jun
菌 jun
蚐 jun
袀 jun
覠 jun
軍 jun
鈞 jun
銁 jun
銞 jun
钧 jun
頵 jun
頵 yun
鮶 jun
鲪 jun
麇 jun
麇 qun
麏 jun
麕 jun
蜠 jun
俊 jun
呁 jun
埈 xun
寯 jun
峻 jun
懏 jun
捃 jun
攈 jun
攟 jun
晙 jun
浚 jun
浚 xun
濬 jun
焌 jun
燇 zun
珺 jun
畯 jun
竣 jun
箘 jun
葰 jun
葰 sui
蔨 jun
蕈 xun
郡 jun
陖 jun
陖 xun
餕 jun
馂 jun
駿 jun
骏 jun
鵘 jun
咔 ka
咖 ga
咖 ka
喀 ka
喀 ke
衉 ke
鉲 ka
佧 ka
卡 ka
卡 qia
胩 ka
奒 kai
开 kai
揩 kai
鐦 kai
锎 kai
開 kai
闿 kai
凯 kai
凱 kai
剀 kai
剴 kai
垲 kai
塏 kai
恺 kai
愷 kai
慨 kai
暟 kai
楷 jie
楷 kai
蒈 kai
豈 kai
豈 qi
輆 kai
鍇 kai
鎧 kai
铠 kai
闓 kai
颽 kai
勓 kai
壒 ai
忾 kai
愒 kai
愒 qi
愾 kai
欬 kai
欬 ke
炌 kai
炏 kai
烗 kai
刊 kan
勘 kan
堪 kan
嵁 kan
戡 kan
栞 kan
龕 kan
龛 kan
侃 kan
偘 kan
冚 kan
凵 qu
坎 kan
埳 kan
塪 kan
塪 xian
崁 kan
惂 kan
欿 kan
歁 kan
歞 kan
砍 kan
莰 kan
輡 kan
轁 kan
轁 tao
轗 kan
顑 kan
墈 kan
嵌 qian
看 kan
瞰 kan
矙 kan
磡 kan
竷 kan
衎 kan
阚 kan
鬫 kan
嫝 kang
嵻 kang
康 kang
慷 kang
槺 kang
漮 kang
穅 kang
粇 kang
糠 kang
躿 kang
鏮 kang
閌 kang
闶 kang
鱇 kang
亢 kang
伉 kang
匟 kang
囥 kang
抗 kang
炕 kang
犺 kang
砊 kang
邟 kang
鈧 kang
钪 kang
尻 kao
髛 kao
丂 kao
丂 qiao
拷 kao
攷 kao
栲 kao
槀 gao
槀 kao
洘 kao
烤 kao
燺 kao
考 kao
薧 hao
薧 kao
鮳 kao
鲓 kao
焅 ku
銬 kao
铐 kao
靠 kao
鯌 gao
嗑 he
嗑 ke
坷 ke
峇 ba
峇 ke
嵙 ke
柯 ke
棵 ke
樖 ke
牁 ge
牱 ge
犐 ke
珂 ke
疴 e
疴 ke
疴 qia
瞌 ke
砢 ke
砢 luo
磕 ke
礚 kai
礚 ke
科 ke
稞 hua
稞 ke
窠 ke
窼 cong
窼 zhao
簻 ke
簻 zhua
胢 ke
苛 he
苛 ke
萪 ke
薖 ke
蝌 ke
軻 ke
轲 ke
醘 ke
鈳 e
鈳 ke
顆 ke
颗 ke
髁 ke
髁 kua
壳 ke
壳 qiao
榼 ke
殻 ke
殻 qiao
殼 ke
殼 qiao
可 ke
堁 ke
岢 ke
嶱 ge
嶱 ke
敤 ke
渇 ke
渴 ke
炣 ke
礍 ke
閜 ke
閜 xia
克 ke
兣 ke
兣 li
刻 ke
剋 ke
勀 ke
勊 ke
厒 he
垎 ke
娔 ke
客 ke
尅 ke
恪 ke
愙 ke
揢 ke
搕 ke
氪 ke
溘 kai
溘 ke
碦 ke
緙 ke
缂 ke
課 ke
课 ke
锞 guo
锞 ke
锞 kua
騍 ke
骒 ke
啃 ken
垦 ken
墾 ken
恳 ken
懇 ken
肎 ken
肯 ken
肻 ken
豤 ken
錹 ken
颀 ken
颀 qi
齗 yin
齦 yin
龂 yin
龈 yin
掯 ken
珢 ken
硍 ken
裉 ken
褃 ken
劥 keng
坈 keng
坑 keng
妔 keng
娙 xing
挳 keng
挳 qian
摼 keng
牼 keng
硁 keng
硜 keng
硻 keng
銵 keng
鍞 keng
鏗 keng
铿 keng
阬 gang
阬 keng
倥 kong
埪 kong
崆 kong
悾 kong
涳 kong
硿 kong
箜 kong
錓 kong
鵼 kong
孔 kong
恐 kong
控 kong
控 qiang
空 kong
鞚 kong
剾 kou
彄 kou
抠 kou
摳 kou
眍 ou
瞘 ou
芤 kou
袧 kou
鏂 ou
劶 kou
口 kou
冦 kou
叩 kou
宼 kou
寇 kou
怐 kou
扣 kou
敂 kou
滱 kou
窛 kou
筘 kou
簆 kou
蔲 kou
蔻 kou
釦 kou
鷇 kou
刳 ku
哭 ku
圐 ku
扝 ku
扝 wu
枯 ku
桍 ku
矻 ku
矻 wu
窟 ku
胐 ku
胐 pei
跍 ku
郀 ku
顝 ku
骷 ku
鮬 bu
鮬 ku
苦 gu
苦 ku
俈 ku
喾 ku
嚳 ku
库 ku
庫 ku
瘔 ku
秙 ku
絝 ku
绔 ku
绹 tao
袴 ku
裤 ku
褲 ku
趶 ku
酷 ku
夸 kua
姱 kua
晇 kua
晇 xu
荂 kua
誇 kua
侉 kua
咵 kua
垮 kua
銙 kua
挎 kou
挎 ku
挎 kua
胯 kua
跨 kua
骻 kua
喎 wai
㧟 kuai
擓 kuai
蒯 kuai
㱮 hui
侩 kuai
儈 kuai
凷 kuai
哙 kuai
噲 kuai
块 kuai
塊 kuai
墤 kuai
墤 tui
快 kuai
欳 kuai
獪 hua
獪 kuai
筷 kuai
糩 kuai
脍 kuai
膾 kuai
蒉 kuai
蒉 kui
郐 kuai
鄶 kuai
駃 jue
駃 kuai
鬠 kuai
鬠 kuo
鱠 kuai
鲙 kuai
宽 kuan
寛 kuan
寬 kuan
臗 kuan
髋 kuan
髖 kuan
欵 kuan
款 kuan
款 xin
歀 kuan
窾 kuan
劻 kuang
匡 kuang
匩 kuang
哐 kuang
恇 kuang
框 kuang
洭 kuang
硄 kuang
筐 kuang
筺 kuang
誆 kuang
诓 kuang
軭 kuang
邼 kuang
忹 wang
抂 kuang
狂 kuang
誑 kuang
诳 kuang
軖 qiang
鵟 kuang
俇 guang
俇 kuang
儣 kuang
夼 kuang
况 kuang
卝 guan
卝 kuang
圹 kuang
壙 kuang
岲 kuang
彉 kuo
懬 kuang
懭 kuang
旷 kuang
昿 kuang
曠 kuang
況 kuang
爌 huang
爌 kuang
眖 kuang
眶 kuang
矿 kuang
砿 kuang
絋 kuang
絖 kuang
纊 kuang
纩 kuang
貺 kuang
贶 kuang
躀 kuang
邝 kuang
邝 kuo
鄺 kuang
鄺 kuo
鉱 kuang
鑛 kuang
黋 kuang
亏 kui
刲 kui
岿 kui
巋 kui
悝 kui
悝 li
盔 kui
窥 kui
窺 kui
茥 gui
藈 kui
蘬 kui
虧 kui
鍷 kui
闚 kui
鞹 kuo
喹 kui
夔 kui
奎 kui
巙 nao
戣 kui
揆 kui
晆 kui
暌 kui
楏 kui
楑 kui
櫆 kui
湀 kui
犪 kui
睽 kui
聧 kui
葵 kui
蘷 kui
虁 kui
蝰 kui
躨 kui
逵 kui
鄈 kui
鍨 kui
隗 gui
隗 kui
隗 wei
頯 kui
頯 qiu
馗 kui
馗 qiu
騤 kui
骙 kui
魁 kui
尯 kui
峞 wei
煃 kui
跬 kui
跬 xie
蹞 kui
頍 kui
匱 gui
匱 kui
喟 kui
嘳 kui
媿 gui
媿 kui
愦 kui
愧 kui
憒 kui
撌 gui
撌 kui
椢 gui
椢 kui
槶 kui
樻 kui
溃 kui
溃 xie
瞶 gui
瞶 kui
硊 wei
篑 kui
簀 ze
簀 zhai
簣 kui
籄 kui
聩 kui
聭 kui
聵 kui
蔮 kui
蕢 kuai
蕢 kui
謉 kui
鐀 gui
鐀 kui
鑎 kui
餽 kui
饋 kui
馈 kui
騩 gui
坤 kun
堃 kun
婫 kun
崐 kun
崑 kun
惃 kun
昆 hun
昆 kun
晜 kun
焜 hun
焜 kun
猑 kun
琨 kun
瑻 kun
菎 jun
菎 kun
蜫 kun
裈 kun
貇 kun
醌 kun
錕 gun
錕 kun
锟 gun
锟 kun
騉 kun
髠 kun
髡 kun
髨 kun
鯤 kun
鲲 kun
鵾 kun
鹍 kun
壸 kun
壼 kun
悃 kun
捆 kun
梱 kun
硱 kun
稇 kun
稛 kun
綑 kun
裍 kun
閫 kun
閸 kun
阃 kun
齫 kun
困 kun
涃 kun
睏 kun
擃 kuo
姡 kuo
廓 kuo
扩 kuo
拡 kuo
括 gua
括 kuo
挄 kuo
擴 kuo
桰 gua
濶 kuo
籗 zhuo
蛞 kuo
適 shi
闊 kuo
阔 kuo
霩 kuo
鞟 kuo
喇 la
嚹 la
垃 la
拉 la
柆 la
磖 la
翋 la
菈 la
邋 la
剌 la
揦 la
旯 la
旯 xu
砬 la
砬 li
藞 la
揧 la
攋 la
楋 la
溂 la
爉 la
爉 lie
瓎 la
瘌 la
腊 la
臈 la
臘 la
蜡 la
蝋 la
蝲 la
蠟 la
辢 la
辣 la
鑞 la
镴 la
鬎 la
鯻 la
啦 la
鞡 la
來 lai
俫 lai
倈 lai
唻 lai
婡 lai
崃 lai
崍 lai
庲 lai
徕 lai
徠 lai
来 lai
梾 lai
棶 lai
涞 lai
淶 lai
猍 lai
琜 lai
筙 lai
箂 lai
莱 lai
萊 lai
逨 lai
郲 lai
錸 lai
铼 lai
騋 lai
鯠 lai
鶆 lai
麳 lai
娕 lai
櫴 lai
濑 lai
瀨 lai
瀬 lai
癞 la
癞 lai
癩 la
癩 lai
睐 lai
睞 lai
籁 lai
籟 lai
藾 lai
襰 lai
賚 lai
賴 lai
赉 lai
赖 lai
頼 lai
顂 lai
㳕 lan
䍀 lan
儖 lan
兰 lan
厱 lan
厱 qian
囒 lan
婪 lan
岚 lan
嵐 lan
幱 lan
懢 lan
拦 lan
攔 lan
斓 lan
斕 lan
栏 lan
栏 lian
欄 lan
欄 lian
欗 lan
澜 lan
瀾 lan
灆 lan
灡 lan
燣 lan
燷 lan
璼 lan
礷 lan
篮 lan
籃 lan
籣 lan
糷 lan
繿 lan
葻 lan
蓝 lan
藍 lan
蘫 lan
蘭 lan
褴 lan
襕 lan
襤 lan
襴 lan
襽 lan
譋 lan
讕 lan
谰 lan
躝 lan
鑭 lan
钄 lan
镧 lan
闌 lan
阑 lan
韊 lan
壈 lan
嬾 lan
孄 lan
孏 lan
懒 lan
懶 lan
揽 lan
擥 lan
攬 lan
榄 lan
欖 lan
浨 lan
漤 lan
灠 lan
爦 lan
纜 lan
缆 lan
罱 lan
罱 nan
覧 lan
覽 lan
览 lan
醂 lan
顲 lan
壏 han
壏 lan
滥 lan
濫 lan
烂 lan
燗 lan
爁 lan
爛 lan
爤 lan
爫 zhao
爫 zhua
瓓 lan
啷 lang
俍 lang
勆 lang
嫏 lang
廊 lang
桹 lang
榔 lang
欴 lang
狼 lang
琅 lang
瑯 lang
稂 lang
筤 lang
艆 lang
莨 lang
莨 liang
蓈 lang
蓢 lang
蜋 lang
螂 lang
躴 lang
郎 lang
郒 lang
郞 lang
鋃 lang
锒 lang
閬 lang
阆 lang
塱 lang
峎 an
崀 lang
悢 liang
斏 lang
朖 lang
朗 lang
朤 lang
樃 lang
烺 lang
硠 lang
誏 lang
埌 lang
浪 lang
蒗 lang
捞 lao
撈 lao
劳 lao
労 lao
勞 lao
哰 lao
唠 lao
嘮 lao
崂 lao
嶗 lao
憥 lao
栎 lao
栎 li
栎 yue
浶 lao
涝 lao
澇 lao
牢 lao
痨 lao
癆 lao
磱 lao
窂 lao
簩 lao
蟧 lao
醪 lao
鐒 lao
铹 lao
佬 lao
咾 lao
姥 lao
姥 mu
恅 lao
栳 lao
橑 lao
橑 liao
潦 lao
潦 liao
狫 lao
老 lao
荖 lao
轑 lao
轑 liao
銠 lao
铑 lao
僗 lao
嫪 lao
憦 lao
橯 lao
烙 lao
烙 luo
絡 lao
絡 luo
耢 lao
耮 lao
軂 lao
酪 lao
酪 lu
酪 luo
髝 lao
嘞 lei
肋 le
肋 lei
乐 le
乐 yue
仂 le
叻 le
哷 le
忇 le
扐 le
楽 le
樂 le
樂 yue
氻 le
泐 le
玏 le
砳 le
竻 le
簕 le
艻 ji
艻 le
阞 le
韷 le
頱 le
鰳 le
鳓 le
了 le
了 liao
餎 le
饹 le
勒 le
勒 lei
囄 lei
囄 li
擂 lei
壨 lei
嫘 lei
檑 lei
櫑 lei
欙 lei
瓃 lei
畾 lei
礌 lei
縲 lei
纍 lei
纝 lei
缧 lei
罍 lei
羸 lei
羸 lian
蠝 lei
轠 lei
鐳 lei
鑘 lei
镭 lei
雷 lei
靁 lei
鼺 lei
傫 lei
儡 lei
厽 lei
垒 lei
塁 lei
壘 lei
樏 lei
櫐 lei
洡 lei
漯 lei
漯 luo
漯 ta
灅 lei
瘣 lei
癗 lei
磊 lei
磥 lei
礧 lei
礨 lei
絫 lei
耒 lei
蕌 lei
蕾 lei
藟 lei
蘲 lei
蘽 lei
虆 lei
虆 luo
誄 lei
讄 lei
诔 lei
鑸 lei
頛 lei
鸓 lei
儽 lei
攂 lei
泪 lei
泪 li
涙 lei
淚 lei
淚 li
禷 lei
类 lei
累 lei
纇 lei
蘱 lei
酹 lei
銇 lei
錑 lei
頪 lei
類 lei
颣 lei
棱 leng
棱 ling
倰 leng
塄 leng
崚 leng
楞 leng
稜 leng
稜 ling
蔆 ling
薐 leng
冷 leng
堎 leng
愣 leng
踜 leng
刕 li
剓 li
剺 li
劙 li
厘 li
厘 xi
喱 li
嚟 li
嫠 li
孋 li
孷 li
廲 li
悡 li
攡 chi
攡 li
梨 li
梩 li
梩 si
梸 li
棃 li
樆 li
氂 li
氂 mao
漓 li
漦 li
灕 li
犁 li
犂 li
